3.0,4.220008850097656e-05
4.0,7.963180541992188e-05
3.0,4.315376281738281e-05
3.0,6.246566772460938e-05
3.0,9.679794311523438e-05
3.0,6.508827209472656e-05
4.0,6.580352783203125e-05
4.0,4.267692565917969e-05
3.0,4.220008850097656e-05
3.0,4.3392181396484375e-05
4.0,4.410743713378906e-05
4.0,3.5762786865234375e-05
4.0,6.699562072753906e-05
3.0,3.552436828613281e-05
3.0,3.600120544433594e-05
3.0,3.695487976074219e-05
3.0,3.719329833984375e-05
3.0,3.719329833984375e-05
4.0,3.814697265625e-05
4.0,3.7670135498046875e-05
